Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.61099E+15,1,-0.99954,-0.00537,-0.03418
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,-0.99808,-0.00635,-0.0332
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,-0.99905,-0.00684,-0.0332
1.61099E+15,2,-1.52593,-0.54933,-0.18311
1.61099E+15,1,-0.99954,-0.00732,-0.03418
1.61099E+15,2,-1.46489,-0.42726,-0.06104
1.61099E+15,1,-0.99905,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.4883,-0.18311
1.61099E+15,1,-0.99759,-0.00635,-0.03418
1.61099E+15,2,-1.52593,-0.54933,-0.24415
1.61099E+15,1,-0.99857,-0.00781,-0.03369
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,-0.99808,-0.00732,-0.03418
1.61099E+15,2,-1.46489,-0.91556,-0.42726
1.61099E+15,1,-0.99905,-0.00586,-0.03418
1.61099E+15,2,-1.52593,-0.85452,-0.42726
1.61099E+15,1,-1.00052,-0.00684,-0.03418
1.61099E+15,2,-1.58696,-0.97659,-0.42726
1.61099E+15,1,-1.00003,-0.00586,-0.03418
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,-0.99808,-0.00635,-0.0332
1.61099E+15,2,-1.46489,-0.61037,-0.18311
1.61099E+15,1,-0.99954,-0.00781,-0.03418
1.61099E+15,2,-1.40385,-0.42726,-0.18311
1.61099E+15,1,-1.00003,-0.00586,-0.03418
1.61099E+15,2,-1.52593,-0.24415,-0.12207
1.61099E+15,1,-0.99954,-0.00586,-0.03565
1.61099E+15,2,-1.648,-0.30519,-0.12207
1.61099E+15,1,-0.99808,-0.00684,-0.03613
1.61099E+15,2,-1.52593,-0.42726,-0.12207
1.61099E+15,1,-0.99808,-0.00488,-0.03565
1.61099E+15,2,-1.58696,-0.42726,-0.24415
1.61099E+15,1,-0.99808,-0.00537,-0.03418
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,-0.99905,-0.00635,-0.03369
1.61099E+15,2,-1.46489,-0.97659,-0.42726
1.61099E+15,1,-0.99905,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.85452,-0.4883
1.61099E+15,1,-0.99808,-0.00684,-0.03467
1.61099E+15,2,-1.58696,-0.79348,-0.4883
1.61099E+15,1,-0.99808,-0.00635,-0.03369
1.61099E+15,2,-1.58696,-0.79348,-0.42726
1.61099E+15,1,-0.99808,-0.00781,-0.0332
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,-0.99905,-0.00732,-0.03369
1.61099E+15,2,-1.46489,-0.79348,-0.24415
1.61099E+15,1,-0.99808,-0.00537,-0.03467
1.61099E+15,2,-1.40385,-0.67141,-0.06104
1.61099E+15,1,-0.99857,-0.00635,-0.03369
1.61099E+15,2,-1.52593,-0.30519,-0.06104
1.61099E+15,1,-0.99905,-0.00537,-0.03369
1.61099E+15,2,-1.46489,-0.36622,0
1.61099E+15,1,-0.99808,-0.00586,-0.03516
1.61099E+15,2,-1.52593,-0.4883,-0.12207
1.61099E+15,1,-0.99808,-0.00635,-0.03565
1.61099E+15,2,-1.52593,-0.61037,-0.24415
1.61099E+15,1,-0.99857,-0.00635,-0.03516
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,-0.99808,-0.00586,-0.03418
1.61099E+15,2,-1.52593,-0.97659,-0.42726
1.61099E+15,1,-0.99857,-0.00635,-0.03467
1.61099E+15,2,-1.52593,-0.91556,-0.42726
1.61099E+15,1,-0.99808,-0.00684,-0.03369
1.61099E+15,2,-1.52593,-0.85452,-0.42726
1.61099E+15,1,-0.99954,-0.00684,-0.03467
1.61099E+15,2,-1.46489,-0.91556,-0.36622
1.61099E+15,1,-0.99857,-0.00781,-0.03418
1.61099E+15,2,-1.58696,-0.61037,-0.24415
1.61099E+15,1,-0.99954,-0.00684,-0.03369
1.61099E+15,2,-1.52593,-0.42726,-0.18311
1.61099E+15,1,-0.99857,-0.00635,-0.03418
1.61099E+15,2,-1.58696,-0.4883,-0.18311
1.61099E+15,1,-0.99857,-0.00488,-0.0332
1.61099E+15,2,-1.46489,-0.61037,-0.12207
1.61099E+15,1,-0.99905,-0.00684,-0.03418
1.61099E+15,2,-1.52593,-0.61037,-0.24415
1.61099E+15,1,-0.99857,-0.00684,-0.03369
1.61099E+15,2,-1.52593,-0.54933,-0.24415
1.61099E+15,1,-0.99759,-0.00684,-0.03565
1.61099E+15,2,-1.40385,-0.85452,-0.30519
1.61099E+15,1,-0.99905,-0.00732,-0.03369
1.61099E+15,2,-1.34281,-0.79348,-0.30519
1.61099E+15,1,-0.99808,-0.00635,-0.03467
1.61099E+15,2,-1.40385,-0.91556,-0.36622
1.61099E+15,1,-1.00003,-0.00732,-0.03516
1.61099E+15,2,-1.52593,-0.61037,-0.36622
1.61099E+15,1,-0.99954,-0.00684,-0.03565
1.61099E+15,2,-1.58696,-0.73244,-0.24415
1.61099E+15,1,-1.00003,-0.00635,-0.03418
1.61099E+15,2,-1.46489,-0.54933,-0.18311
1.61099E+15,1,-1.00052,-0.00635,-0.03467
1.61099E+15,2,-1.46489,-0.42726,-0.12207
1.61099E+15,1,-0.99857,-0.00684,-0.03516
1.61099E+15,2,-1.52593,-0.54933,-0.18311
1.61099E+15,1,-0.99808,-0.00635,-0.03418
1.61099E+15,2,-1.58696,-0.36622,-0.24415
1.61099E+15,1,-0.99808,-0.00537,-0.03467
1.61099E+15,2,-1.58696,-0.54933,-0.24415
1.61099E+15,1,-0.99808,-0.00635,-0.03565
1.61099E+15,2,-1.58696,-0.85452,-0.36622
1.61099E+15,1,-0.99905,-0.00586,-0.03467
1.61099E+15,2,-1.52593,-0.85452,-0.42726
1.61099E+15,1,-0.99905,-0.00684,-0.03467
1.61099E+15,2,-1.52593,-0.73244,-0.42726
1.61099E+15,1,-0.99954,-0.00586,-0.03369
1.61099E+15,2,-1.52593,-0.91556,-0.42726
1.61099E+15,1,-0.99905,-0.00732,-0.03418
1.61099E+15,2,-1.52593,-0.67141,-0.36622
1.61099E+15,1,-0.99954,-0.00781,-0.03467
1.61099E+15,2,-1.70904,-0.54933,-0.30519
1.61099E+15,1,-0.99954,-0.00635,-0.03516
1.61099E+15,2,-1.34281,-0.61037,-0.12207
1.61099E+15,1,-0.99808,-0.00586,-0.03418
1.61099E+15,2,-1.58696,-0.4883,-0.24415
1.61099E+15,1,-0.99759,-0.00635,-0.03467
1.61099E+15,2,-1.648,-0.54933,-0.18311
1.61099E+15,1,-0.99759,-0.00684,-0.03516
1.61099E+15,2,-1.46489,-0.42726,-0.18311
1.61099E+15,1,-0.99759,-0.00732,-0.03467
1.61099E+15,2,-1.40385,-0.85452,-0.24415
1.61099E+15,1,-0.9971,-0.00684,-0.03516
1.61099E+15,2,-1.648,-0.67141,-0.30519
1.61099E+15,1,-0.99905,-0.00635,-0.03467
1.61099E+15,2,-1.46489,-0.73244,-0.30519
1.61099E+15,1,-0.99954,-0.00635,-0.03565
1.61099E+15,2,-1.52593,-0.67141,-0.36622
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.40385,-0.79348,-0.24415
1.61099E+15,1,-0.99954,-0.00684,-0.03418
1.61099E+15,2,-1.34281,-0.67141,-0.24415
1.61099E+15,1,-0.99954,-0.00732,-0.03418
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,-0.99759,-0.00635,-0.03565
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,-0.99857,-0.00537,-0.03516
1.61099E+15,2,-1.648,-0.54933,-0.36622
1.61099E+15,1,-1.00003,-0.00732,-0.03467
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,-1.00003,-0.00684,-0.03418
1.61099E+15,2,-1.52593,-0.91556,-0.30519
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,-0.99808,-0.00732,-0.03467
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,-0.99857,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.61037,-0.24415
1.61099E+15,1,-0.99905,-0.00586,-0.03467
1.61099E+15,2,-1.58696,-0.36622,-0.24415
1.61099E+15,1,-1.00052,-0.00635,-0.0332
1.61099E+15,2,-1.58696,-0.36622,-0.24415
1.61099E+15,1,-1.00003,-0.00684,-0.03565
1.61099E+15,2,-1.52593,-0.67141,-0.18311
1.61099E+15,1,-0.99857,-0.00684,-0.03565
1.61099E+15,2,-1.52593,-0.67141,-0.24415
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.40385,-0.73244,-0.24415
1.61099E+15,1,-0.99857,-0.00537,-0.03516
1.61099E+15,2,-1.40385,-0.85452,-0.18311
1.61099E+15,1,-0.99857,-0.00586,-0.03418
1.61099E+15,2,-1.40385,-0.97659,-0.24415
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.34281,-0.85452,-0.30519
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.58696,-0.67141,-0.36622
1.61099E+15,1,-0.99905,-0.00732,-0.03516
1.61099E+15,2,-1.40385,-0.97659,-0.36622
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.58696,-0.79348,-0.4883
1.61099E+15,1,-0.99857,-0.00732,-0.03467
1.61099E+15,2,-1.46489,-0.97659,-0.36622
1.61099E+15,1,-0.99954,-0.00586,-0.03418
1.61099E+15,2,-1.648,-0.54933,-0.30519
1.61099E+15,1,-0.99857,-0.00684,-0.03369
1.61099E+15,2,-1.52593,-0.61037,-0.18311
1.61099E+15,1,-1.00003,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.42726,-0.18311
1.61099E+15,1,-0.99857,-0.00586,-0.03467
1.61099E+15,2,-1.46489,-0.4883,-0.12207
1.61099E+15,1,-0.99857,-0.00684,-0.03418
1.61099E+15,2,-1.40385,-0.4883,-0.06104
1.61099E+15,1,-0.99759,-0.00488,-0.03516
1.61099E+15,2,-1.52593,-0.4883,-0.18311
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,-0.99857,-0.00635,-0.03565
1.61099E+15,2,-1.46489,-0.97659,-0.36622
1.61099E+15,1,-0.99905,-0.00635,-0.03565
1.61099E+15,2,-1.52593,-0.97659,-0.42726
1.61099E+15,1,-0.99954,-0.00635,-0.03613
1.61099E+15,2,-1.648,-0.97659,-0.4883
1.61099E+15,1,-0.99857,-0.00732,-0.03467
1.61099E+15,2,-1.70904,-0.79348,-0.42726
1.61099E+15,1,-0.99857,-0.00732,-0.03418
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,-0.99808,-0.00684,-0.0332
1.61099E+15,2,-1.46489,-0.79348,-0.18311
1.61099E+15,1,-0.99954,-0.00684,-0.03516
1.61099E+15,2,-1.52593,-0.54933,-0.24415
1.61099E+15,1,-0.99857,-0.00488,-0.03565
1.61099E+15,2,-1.58696,-0.42726,-0.12207
1.61099E+15,1,-0.99857,-0.00586,-0.03467
1.61099E+15,2,-1.52593,-0.54933,-0.18311
1.61099E+15,1,-0.99905,-0.00537,-0.03516
1.61099E+15,2,-1.52593,-0.61037,-0.30519
1.61099E+15,1,-0.99759,-0.00732,-0.03467
1.61099E+15,2,-1.58696,-0.67141,-0.42726
1.61099E+15,1,-0.99759,-0.00781,-0.03418
1.61099E+15,2,-1.58696,-0.91556,-0.42726
1.61099E+15,1,-0.99954,-0.00537,-0.03418
1.61099E+15,2,-1.58696,-0.97659,-0.42726
1.61099E+15,1,-0.99905,-0.00732,-0.03516
1.61099E+15,2,-1.52593,-0.97659,-0.30519
1.61099E+15,1,-0.99954,-0.00635,-0.03369
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,-0.99857,-0.00586,-0.03418
1.61099E+15,2,-1.648,-0.30519,-0.18311
1.61099E+15,1,-0.99808,-0.00537,-0.03467
1.61099E+15,2,-1.58696,-0.30519,-0.12207
1.61099E+15,1,-0.99808,-0.00586,-0.03565
1.61099E+15,2,-1.58696,-0.30519,-0.06104
1.61099E+15,1,-0.99759,-0.00586,-0.03565
1.61099E+15,2,-1.52593,-0.54933,-0.24415
1.61099E+15,1,-0.99808,-0.00684,-0.03662
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,-0.99808,-0.00684,-0.03565
1.61099E+15,2,-1.52593,-1.03763,-0.4883
1.61099E+15,1,-0.99857,-0.00684,-0.03516
1.61099E+15,2,-1.648,-1.03763,-0.61037
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.52593,-1.09867,-0.54933
1.61099E+15,1,-0.99905,-0.00732,-0.03418
1.61099E+15,2,-1.58696,-0.85452,-0.4883
1.61099E+15,1,-1.00003,-0.00684,-0.03418
1.61099E+15,2,-1.46489,-0.91556,-0.24415
1.61099E+15,1,-0.99905,-0.00879,-0.03369
1.61099E+15,2,-1.46489,-0.42726,-0.06104
1.61099E+15,1,-0.99954,-0.00635,-0.03418
1.61099E+15,2,-1.648,-0.06104,0
1.61099E+15,1,-0.99857,-0.00586,-0.03516
1.61099E+15,2,-1.648,-0.30519,0.06104
1.61099E+15,1,-0.99954,-0.00537,-0.03613
1.61099E+15,2,-1.58696,-0.36622,-0.12207
1.61099E+15,1,-0.99759,-0.00732,-0.03662
1.61099E+15,2,-1.77007,-0.4883,-0.30519
1.61099E+15,1,-0.99808,-0.00586,-0.03662
1.61099E+15,2,-1.58696,-0.97659,-0.42726
1.61099E+15,1,-0.99759,-0.00586,-0.03467
1.61099E+15,2,-1.58696,-0.97659,-0.54933
1.61099E+15,1,-0.99857,-0.00635,-0.03516
1.61099E+15,2,-1.58696,-1.09867,-0.54933
1.61099E+15,1,-0.99857,-0.00781,-0.03467
1.61099E+15,2,-1.46489,-1.1597,-0.4883
1.61099E+15,1,-1.00052,-0.00684,-0.03467
1.61099E+15,2,-1.58696,-0.79348,-0.42726
1.61099E+15,1,-1.00003,-0.00586,-0.03516
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,-0.99905,-0.00586,-0.03565
1.61099E+15,2,-1.46489,-0.67141,-0.06104
1.61099E+15,1,-0.99759,-0.00537,-0.03369
1.61099E+15,2,-1.46489,-0.4883,0
1.61099E+15,1,-0.99759,-0.00537,-0.03516
1.61099E+15,2,-1.70904,-0.24415,-0.12207
1.61099E+15,1,-0.99808,-0.00488,-0.03613
1.61099E+15,2,-1.648,-0.30519,-0.18311
1.61099E+15,1,-0.99905,-0.00439,-0.03516
1.61099E+15,2,-1.34281,-0.61037,-0.30519
1.61099E+15,1,-0.99954,-0.00635,-0.03711
1.61099E+15,2,-1.52593,-0.85452,-0.36622
1.61099E+15,1,-0.99808,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.97659,-0.36622
1.61099E+15,1,-0.99808,-0.00635,-0.03418
1.61099E+15,2,-1.52593,-1.09867,-0.4883
1.61099E+15,1,-0.99905,-0.00684,-0.03418
1.61099E+15,2,-1.52593,-0.97659,-0.54933
1.61099E+15,1,-0.99954,-0.00781,-0.03369
1.61099E+15,2,-1.52593,-1.03763,-0.30519
1.61099E+15,1,-0.99905,-0.00586,-0.0332
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.52593,-0.54933,-0.18311
1.61099E+15,1,-0.99808,-0.00684,-0.03516
1.61099E+15,2,-1.46489,-0.30519,0
1.61099E+15,1,-0.99954,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.30519,0
1.61099E+15,1,-0.99905,-0.00537,-0.03662
1.61099E+15,2,-1.52593,-0.30519,-0.06104
1.61099E+15,1,-0.99857,-0.00732,-0.03662
1.61099E+15,2,-1.58696,-0.36622,-0.18311
1.61099E+15,1,-0.99759,-0.00586,-0.03516
1.61099E+15,2,-1.40385,-0.73244,-0.24415
1.61099E+15,1,-0.99808,-0.00586,-0.03565
1.61099E+15,2,-1.58696,-0.97659,-0.42726
1.61099E+15,1,-0.99857,-0.00732,-0.03662
1.61099E+15,2,-1.52593,-1.09867,-0.54933
1.61099E+15,1,-0.99857,-0.00732,-0.03565
1.61099E+15,2,-1.40385,-1.22074,-0.4883
1.61099E+15,1,-0.99954,-0.00684,-0.03516
1.61099E+15,2,-1.46489,-0.97659,-0.42726
1.61099E+15,1,-0.99808,-0.00732,-0.03613
1.61099E+15,2,-1.70904,-0.73244,-0.42726
1.61099E+15,1,-0.99954,-0.00732,-0.03369
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,-0.99857,-0.00635,-0.03516
1.61099E+15,2,-1.58696,-0.67141,-0.12207
1.61099E+15,1,-0.99857,-0.00635,-0.03516
1.61099E+15,2,-1.70904,-0.36622,-0.12207
1.61099E+15,1,-0.99905,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.54933,-0.18311
1.61099E+15,1,-0.99857,-0.00684,-0.03613
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,-0.99759,-0.00586,-0.03418
1.61099E+15,2,-1.40385,-0.85452,-0.30519
1.61099E+15,1,-0.99954,-0.00635,-0.03467
1.61099E+15,2,-1.58696,-0.85452,-0.36622
1.61099E+15,1,-0.99808,-0.00635,-0.03565
1.61099E+15,2,-1.46489,-0.91556,-0.24415
1.61099E+15,1,-1.00003,-0.00586,-0.03467
1.61099E+15,2,-1.52593,-0.85452,-0.18311
1.61099E+15,1,-0.99759,-0.00635,-0.03516
1.61099E+15,2,-1.46489,-0.61037,-0.18311
1.61099E+15,1,-0.99954,-0.00635,-0.03467
1.61099E+15,2,-1.52593,-0.54933,-0.18311
1.61099E+15,1,-0.99808,-0.00684,-0.03662
1.61099E+15,2,-1.70904,-0.61037,-0.30519
1.61099E+15,1,-0.99759,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.97659,-0.36622
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.46489,-1.1597,-0.42726
1.61099E+15,1,-0.99759,-0.00732,-0.03418
1.61099E+15,2,-1.46489,-1.03763,-0.4883
1.61099E+15,1,-0.99905,-0.00635,-0.03418
1.61099E+15,2,-1.52593,-0.97659,-0.42726
1.61099E+15,1,-0.99954,-0.00732,-0.03418
1.61099E+15,2,-1.46489,-0.79348,-0.36622
1.61099E+15,1,-0.99905,-0.00732,-0.03467
1.61099E+15,2,-1.40385,-0.79348,-0.24415
1.61099E+15,1,-0.99905,-0.00635,-0.03418
1.61099E+15,2,-1.58696,-0.4883,-0.18311
1.61099E+15,1,-0.99954,-0.00732,-0.03418
1.61099E+15,2,-1.58696,-0.54933,-0.12207
1.61099E+15,1,-0.99808,-0.00684,-0.03613
1.61099E+15,2,-1.52593,-0.36622,-0.06104
1.61099E+15,1,-0.99857,-0.00537,-0.03565
1.61099E+15,2,-1.46489,-0.61037,-0.18311
1.61099E+15,1,-0.99905,-0.00586,-0.03613
1.61099E+15,2,-1.58696,-0.54933,-0.30519
1.61099E+15,1,-1.00003,-0.00635,-0.03516
1.61099E+15,2,-1.34281,-0.97659,-0.36622
1.61099E+15,1,-0.99857,-0.00781,-0.03613
1.61099E+15,2,-1.46489,-1.09867,-0.42726
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.46489,-1.09867,-0.36622
1.61099E+15,1,-0.99808,-0.00781,-0.03516
1.61099E+15,2,-1.52593,-1.03763,-0.36622
1.61099E+15,1,-0.99808,-0.00732,-0.03516
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,-0.99954,-0.00684,-0.03516
1.61099E+15,2,-1.58696,-0.54933,-0.18311
1.61099E+15,1,-0.99857,-0.00586,-0.03516
1.61099E+15,2,-1.70904,-0.30519,-0.12207
1.61099E+15,1,-1.00003,-0.00488,-0.03613
1.61099E+15,2,-1.52593,-0.67141,-0.12207
1.61099E+15,1,-0.99954,-0.00684,-0.03565
1.61099E+15,2,-1.46489,-0.61037,-0.24415
1.61099E+15,1,-0.99905,-0.00635,-0.03516
1.61099E+15,2,-1.58696,-0.79348,-0.36622
1.61099E+15,1,-0.99808,-0.00635,-0.03467
1.61099E+15,2,-1.52593,-1.03763,-0.4883
1.61099E+15,1,-0.99857,-0.00684,-0.03516
1.61099E+15,2,-1.40385,-1.28178,-0.4883
1.61099E+15,1,-0.99857,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-1.03763,-0.4883
1.61099E+15,1,-0.99954,-0.00684,-0.03418
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,-0.99857,-0.00586,-0.03516
1.61099E+15,2,-1.58696,-0.54933,-0.18311
1.61099E+15,1,-0.99954,-0.00635,-0.03516
1.61099E+15,2,-1.52593,-0.4883,-0.06104
1.61099E+15,1,-0.99905,-0.00537,-0.03662
1.61099E+15,2,-1.58696,-0.30519,0
1.61099E+15,1,-0.99759,-0.00635,-0.03565
1.61099E+15,2,-1.648,-0.36622,0
1.61099E+15,1,-0.99759,-0.00586,-0.03662
1.61099E+15,2,-1.52593,-0.67141,-0.06104
1.61099E+15,1,-0.99808,-0.00488,-0.03613
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,-0.99857,-0.00635,-0.03662
1.61099E+15,2,-1.58696,-0.85452,-0.42726
1.61099E+15,1,-0.99857,-0.00635,-0.03613
1.61099E+15,2,-1.52593,-1.03763,-0.42726
1.61099E+15,1,-0.99857,-0.00732,-0.03662
1.61099E+15,2,-1.58696,-1.03763,-0.54933
1.61099E+15,1,-0.99857,-0.00684,-0.03418
1.61099E+15,2,-1.52593,-1.28178,-0.67141
1.61099E+15,1,-0.99808,-0.00684,-0.03418
1.61099E+15,2,-1.52593,-1.1597,-0.4883
1.61099E+15,1,-0.99857,-0.00684,-0.03467
1.61099E+15,2,-1.46489,-0.97659,-0.30519
1.61099E+15,1,-0.99954,-0.00586,-0.03418
1.61099E+15,2,-1.52593,-0.61037,-0.18311
1.61099E+15,1,-0.99808,-0.00635,-0.0332
1.61099E+15,2,-1.58696,-0.30519,-0.06104
1.61099E+15,1,-0.99954,-0.00684,-0.03565
1.61099E+15,2,-1.46489,-0.36622,0
1.61099E+15,1,-0.99905,-0.00635,-0.03467
1.61099E+15,2,-1.52593,-0.42726,-0.12207
1.61099E+15,1,-0.99808,-0.00586,-0.03662
1.61099E+15,2,-1.648,-0.4883,-0.18311
1.61099E+15,1,-0.99857,-0.00537,-0.03565
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,-0.99857,-0.00635,-0.03613
1.61099E+15,2,-1.58696,-0.73244,-0.42726
1.61099E+15,1,-0.99808,-0.00635,-0.03662
1.61099E+15,2,-1.46489,-1.1597,-0.42726
1.61099E+15,1,-0.99857,-0.00635,-0.03565
1.61099E+15,2,-1.648,-0.85452,-0.54933
1.61099E+15,1,-0.99808,-0.0083,-0.03662
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,-0.99905,-0.00781,-0.03565
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,-0.99905,-0.00684,-0.03613
1.61099E+15,2,-1.46489,-0.79348,-0.12207
1.61099E+15,1,-0.99808,-0.00586,-0.03516
1.61099E+15,2,-1.648,-0.42726,-0.06104
1.61099E+15,1,-0.99808,-0.00391,-0.03516
1.61099E+15,2,-1.52593,-0.4883,-0.12207
1.61099E+15,1,-0.99808,-0.00391,-0.03613
1.61099E+15,2,-1.648,-0.42726,-0.18311
1.61099E+15,1,-0.99808,-0.00488,-0.03565
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,-0.99661,-0.00586,-0.03467
1.61099E+15,2,-1.46489,-1.03763,-0.54933
1.61099E+15,1,-0.99905,-0.0083,-0.03516
1.61099E+15,2,-1.46489,-1.28178,-0.73244
1.61099E+15,1,-0.99808,-0.0083,-0.03467
1.61099E+15,2,-1.58696,-1.1597,-0.73244
1.61099E+15,1,-0.99954,-0.00781,-0.03418
1.61099E+15,2,-1.58696,-1.28178,-0.54933
1.61099E+15,1,-0.99905,-0.00928,-0.03369
1.61099E+15,2,-1.52593,-0.67141,-0.36622
1.61099E+15,1,-0.99857,-0.00732,-0.03418
1.61099E+15,2,-1.648,-0.36622,-0.12207
1.61099E+15,1,-0.99808,-0.00635,-0.03418
1.61099E+15,2,-1.46489,-0.06104,0.12207
1.61099E+15,1,-1.00052,-0.00488,-0.03516
1.61099E+15,2,-1.70904,0.24415,0.12207
1.61099E+15,1,-0.99759,-0.00635,-0.03662
1.61099E+15,2,-1.52593,-0.18311,0.18311
1.61099E+15,1,-0.99905,-0.00488,-0.03662
1.61099E+15,2,-1.648,-0.36622,0
1.61099E+15,1,-0.9971,-0.00537,-0.03613
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,-0.99808,-0.00586,-0.03711
1.61099E+15,2,-1.58696,-1.03763,-0.4883
1.61099E+15,1,-0.9971,-0.00684,-0.03565
1.61099E+15,2,-1.52593,-1.34281,-0.73244
1.61099E+15,1,-1.00052,-0.00732,-0.03565
1.61099E+15,2,-1.58696,-1.34281,-0.85452
1.61099E+15,1,-0.99808,-0.0083,-0.03516
1.61099E+15,2,-1.46489,-1.34281,-0.67141
1.61099E+15,1,-1.00003,-0.0083,-0.03516
1.61099E+15,2,-1.58696,-0.97659,-0.4883
1.61099E+15,1,-0.99954,-0.0083,-0.03516
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,-0.99857,-0.00684,-0.03467
1.61099E+15,2,-1.58696,-0.42726,0
1.61099E+15,1,-0.99954,-0.00537,-0.03662
1.61099E+15,2,-1.648,-0.06104,0.12207
1.61099E+15,1,-0.99857,-0.00488,-0.03565
1.61099E+15,2,-1.58696,-0.18311,0.06104
1.61099E+15,1,-0.99759,-0.00488,-0.03565
1.61099E+15,2,-1.46489,-0.54933,-0.06104
1.61099E+15,1,-0.99954,-0.00439,-0.03565
1.61099E+15,2,-1.52593,-0.73244,-0.42726
1.61099E+15,1,-0.99857,-0.00586,-0.03613
1.61099E+15,2,-1.52593,-1.28178,-0.61037
1.61099E+15,1,-0.99954,-0.00635,-0.03467
1.61099E+15,2,-1.52593,-1.1597,-0.67141
1.61099E+15,1,-0.99905,-0.00684,-0.03516
1.61099E+15,2,-1.52593,-0.97659,-0.54933
1.61099E+15,1,-0.99954,-0.00732,-0.03565
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,-0.99954,-0.00732,-0.03711
1.61099E+15,2,-1.52593,-0.42726,-0.06104
1.61099E+15,1,-1.00003,-0.00732,-0.03662
1.61099E+15,2,-1.52593,-0.12207,0.12207
1.61099E+15,1,-0.99808,-0.00537,-0.03613
1.61099E+15,2,-1.70904,0.06104,0.12207
1.61099E+15,1,-0.99954,-0.00586,-0.03809
1.61099E+15,2,-1.648,-0.24415,0
1.61099E+15,1,-0.99661,-0.00586,-0.03662
1.61099E+15,2,-1.648,-0.73244,-0.30519
1.61099E+15,1,-0.99759,-0.00439,-0.03662
1.61099E+15,2,-1.58696,-0.97659,-0.54933
1.61099E+15,1,-0.99759,-0.00439,-0.03467
1.61099E+15,2,-1.52593,-1.70904,-0.73244
1.61099E+15,1,-0.99905,-0.00635,-0.0332
1.61099E+15,2,-1.58696,-1.58696,-0.79348
1.61099E+15,1,-1.00003,-0.00684,-0.0332
